distance,export_rca,export_value,import_value,location_id,id,year
0.6231,2.9898,13440188,3482547,239,1183,2013
0.7122,2.988,110399144,7689786,239,1350,1998
0.6917,2.9879,20416984,829598,239,1368,2004
0.6737,2.9867,10652244,9294139,239,1573,2001
0.6638,2.9861,4420127,2484191,239,749,2010
0.6375,2.9845,298306,21495,239,1382,2009
0.6921,2.9785,10789671,1318187,239,749,2013
0.6364,2.9779,288125216,76357328,239,1371,2013
0.7508,2.9743,3856476,2537573,239,1136,2008
0.8348,2.9742,95203,4073,239,1834,1995
0.7118,2.9734,26806444,26676894,239,1285,2001
0.7259,2.9716,7947149,49417464,239,891,2013
0.7377,2.9715,68447064,34354064,239,1165,2013
0.7026,2.9712,996133,1162967,239,1265,2005
0.6593,2.9712,17039736,569380,239,1344,2002
0.6991,2.9703,1640768000,33392404,239,1339,2016
0.6742,2.9642,125426264,99914856,239,1359,2009
0.7406,2.9586,6403003,12477439,239,1296,2003
0.7228,2.9576,72413608,6103521,239,667,2004
0.7758,2.9553,1877174,1908560,239,1506,2005
0.6541,2.9539,266008832,4946650,239,1351,2002
0.7146,2.9536,97222432,7832195,239,811,2009
0.7218,2.9528,9789955,89435,239,1221,2002
0.7371,2.9494,35588168,2624201,239,855,2012
0.768,2.9472,7703776,1909607,239,1037,1999
0.7701,2.9444,7295731,910361,239,855,2002
0.6459,2.9434,170104560,115453928,239,1359,2011
0.7608,2.9433,7231175,6813579,239,693,2001
0.748,2.9425,20240684,7766541,239,1416,2004
0.7566,2.9421,23200476,142529968,239,1380,1997
0.7713,2.9399,17235316,29735496,239,1622,2007
0.7295,2.9354,49344280,31620326,239,1286,2015
0.7922,2.9337,6273486,377672,239,1178,1995
0.7143,2.9312,2139632000,814147520,239,1747,2012
0.7586,2.93,434292704,16366772,239,1853,2005
0.6485,2.9261,178269728,30101664,239,1371,2011
0.6765,2.924,5252962,1187954,239,895,2002
0.7317,2.9234,2101619,470121,239,1174,2004
0.7139,2.9214,34078844,51855488,239,783,2000
0.7312,2.9206,61640500,1443740,239,668,2000
0.6832,2.9203,430659424,119717832,239,1338,2015
0.7174,2.9203,40650612,6086995,239,1370,2009
0.7828,2.9186,1556091,43809,239,1139,1998
0.7066,2.9177,7175129,3091673,239,734,2009
0.7166,2.9161,12131967,4261108,239,1783,2009
0.7184,2.9154,1290094080,613670848,239,1747,2010
0.7331,2.9126,54454216,3520586,239,1419,2007
0.7224,2.9121,172348880,479157792,239,839,2014
0.632,2.9115,45520396,383051,239,860,2010
0.7461,2.9103,261109600,5580214,239,1855,2001
0.7789,2.9089,6972943,2762013,239,1882,2005
0.7162,2.9072,15876733,1219061,239,1860,1999
0.7683,2.9064,1112182,1597765,239,1075,2006
0.7003,2.9046,1515657216,1305569280,239,1732,2014
0.7481,2.9025,2051801,1640091,239,1136,2005
0.7567,2.8986,1678066688,119572872,239,902,2010
0.7589,2.8959,1658271,1324206,239,1075,2008
0.6124,2.8911,2641892,2707604,239,1260,2008
0.767,2.8909,5532802,12774564,239,1290,1998
0.6854,2.8901,449462048,129621936,239,1359,2016
0.7351,2.8884,174203808,317873312,239,1620,2014
0.6938,2.8872,58468820,746672,239,798,2003
0.7387,2.8847,8631890,52657920,239,1873,2002
0.8326,2.8833,43487,973,239,1564,1999
0.8492,2.8832,3467634,182118,239,751,1995
0.6999,2.8823,14548761,10319511,239,1362,2010
0.8142,2.8814,4982799,42527,239,1049,1998
0.7598,2.8779,600991,756244,239,864,2003
0.707,2.8765,2514853888,938070400,239,1747,2013
0.6308,2.8757,192810624,14164534,239,1341,2014
0.7406,2.8737,956924352,490536160,239,1747,2007
0.7762,2.8718,19572668,8806549,239,846,2012
0.7204,2.8696,11767258,2127576,239,895,2006
0.7592,2.8646,5927877,2480830,239,1882,2004
0.6222,2.863,246812,288587,239,1382,2008
0.68,2.8599,450521440,98369096,239,1371,2015
0.7429,2.8598,17073368,4018047,239,1457,2008
0.7612,2.8577,172792240,41894512,239,1737,2004
0.6838,2.8573,49699004,769658,239,798,2002
0.7325,2.8558,5864368,17495296,239,1145,2004
0.6481,2.854,9519240,794980,239,1384,2014
0.641,2.8538,65569776,474282,239,1341,2007
0.7149,2.8523,12042480,1833878,239,1286,2006
0.7758,2.8516,4974115,7903692,239,1269,2001
0.7432,2.8512,5135622,283545,239,666,1999
0.641,2.851,204888992,3281582,239,1353,2011
0.763,2.8499,65269472,7008011,239,958,2016
0.7627,2.8493,8648224,12062176,239,1155,2001
0.6604,2.8489,75411432,6040165,239,1338,2004
0.7811,2.8486,3730417,7051,239,1889,2003
0.7286,2.8473,178308784,16775214,239,1419,2014
0.821,2.8464,4424096,18700248,239,1872,1999
0.8613,2.8426,4384710,838527,239,751,1996
0.7259,2.8423,5722318,641341,239,1867,2016
0.7154,2.8411,6415056,24359614,239,1296,2011
0.7043,2.8401,239537920,70169432,239,727,2015
0.6852,2.8382,69684112,33976924,239,670,2010
0.7537,2.8381,1783357,81268,239,735,1996
0.7662,2.837,1556649984,665001024,239,1661,2008
0.6682,2.8362,4798464,4003064,239,1308,2010
0.8317,2.8351,17264090,42305704,239,1670,1999
0.6795,2.8346,466117856,54732368,239,1338,2016
0.7526,2.8334,55730,8427,239,1226,2012
0.783,2.8326,11545630,819111,239,1166,1998
0.6531,2.8323,135331904,190248528,239,1359,2010
0.7697,2.8298,4971352,3818370,239,1835,2001
0.7585,2.8254,109818288,27571486,239,1737,2002
0.6322,2.8205,47295884,921128,239,1341,2005
0.6432,2.8194,54806524,1029169,239,1341,2006
0.7497,2.8185,4555330,6535,239,865,2000
0.7373,2.8145,4081116,2255012,239,1385,1995
0.7864,2.8137,197065904,247777392,239,1474,2008
0.7039,2.8124,51914120,9290905,239,1371,2004
0.7692,2.8107,7919308,266935,239,872,2007
0.7275,2.8102,10236179,469639,239,670,1997
0.7213,2.8081,29238916,6486863,239,1370,2007
0.7047,2.8047,10008944,709237,239,1397,2008
0.6693,2.8045,154975264,2471973,239,1353,2009
0.7119,2.8028,12506794,2446958,239,895,2007
0.6771,2.8014,102107008,1010524,239,1366,2004
0.8118,2.799,7095456,740491,239,1572,2005
0.7042,2.7987,118889424,14901949,239,1350,1999
0.7681,2.7927,13056705,63421316,239,1872,2006
0.7531,2.7915,9834196992,10276177920,239,1720,2016
0.779,2.7904,13835935,2804404,239,855,2006
0.731,2.7903,149662912,24296772,239,1379,2015
0.7562,2.7881,10689113,634818,239,827,2002
0.7365,2.7845,357153056,10692549,239,1853,2004
0.7056,2.7826,21204568,69059856,239,1143,2010
0.7015,2.7822,24277628,506908,239,1338,1998
0.712,2.7816,9905878,124080632,239,1290,2002
0.7151,2.7787,18059174,105302,239,1421,2003
0.7884,2.7766,120417584,19688420,239,1855,1997
0.7456,2.7759,1356655,362787,239,793,2005
0.6909,2.7759,20387272,335578,239,1171,2013
0.7456,2.775,9045078,40200892,239,1872,2004
0.7003,2.7729,1190660096,482221824,239,1732,2012
0.7533,2.7704,219356800,2477012,239,902,2003
0.6896,2.7668,6991747584,312405,239,910,2005
0.6691,2.7667,55562996,14038087,239,1865,2012
0.7726,2.7661,167281600,71696640,239,1817,2014
0.7073,2.7658,4778726,4164365,239,1136,2011
0.7181,2.7657,31128516,5251615,239,822,2001
0.7661,2.764,7287497,303963,239,817,2005
0.697,2.7634,133263792,265426336,239,839,2013
0.755,2.762,514846944,706043328,239,1270,2015
0.7213,2.7583,8777934,4221192,239,709,2002
0.6934,2.7582,95699480,1895340,239,1356,2016
0.6524,2.7556,76036288,5305754,239,860,2008
0.6975,2.7505,152553280,16440702,239,811,2012
0.7173,2.7479,193436352,672979136,239,1140,2008
0.6755,2.7459,139763760,1174332,239,1353,2008
0.7379,2.7439,23592432,623925,239,1148,2012
0.7883,2.7437,183124624,109546400,239,1428,2016
0.7433,2.7435,35529088,2126088,239,721,2004
0.7233,2.7435,123516736,30101924,239,1785,2015
0.7814,2.7398,188264736,53481816,239,1527,2015
0.7329,2.7397,28067120,6027813,239,1076,2010
0.7128,2.7386,371435648,547986816,239,672,2015
0.731,2.7359,39914904,7503527,239,1159,2016
0.688,2.7295,7718471,21069276,239,1387,2014
0.7137,2.7294,37045948,7212318,239,1370,2008
0.6191,2.7284,28587772,1171741,239,1341,2002
0.7253,2.7255,16388918,754476,239,1613,2005
0.7319,2.7246,14571074,6731861,239,1287,2016
0.7383,2.7225,6355707,98849,239,1368,1999
0.8453,2.7221,38224528,19779312,239,990,2000
0.828,2.7205,4345211,8141,239,701,1998
0.7246,2.7199,4044049,252454,239,1346,1997
0.7622,2.7198,52983408,9092782,239,1076,2014
0.7355,2.7184,14995890,272185,239,815,2007
0.7804,2.7177,12639999,748866,239,1211,1999
0.7747,2.7175,265594144,99186136,239,1817,2016
0.7141,2.7157,956811328,139905952,239,1853,2011
0.6625,2.7141,34049856,595593,239,1177,2013
0.7831,2.7139,219813040,76612432,239,1817,2015
0.6483,2.7132,7343327,137444,239,1384,2013
0.7827,2.711,10892723,1035227,239,811,1997
0.7546,2.7109,2192189,40675,239,1395,2001
0.8141,2.7103,1144982,54630,239,681,1995
0.6782,2.7101,115011152,1179600,239,1353,2007
0.6886,2.7096,41096328,399528,239,798,2001
0.6803,2.7095,9547390,1655112,239,1356,2000
0.7111,2.7093,1081539584,649345536,239,1724,2013
0.7608,2.7092,21000680,1680243,239,868,2015
0.7261,2.7083,44236192,17301654,239,1879,2014
0.7431,2.7051,12189226,66343,239,1338,1995
0.7252,2.7039,75857272,5024963,239,822,2006
0.7744,2.7039,10884633,4567099,239,1592,2011
0.8559,2.703,2172203,276924,239,855,1995
0.7582,2.7029,14444447,3570290,239,1362,2008
0.6503,2.7023,41698104,14900038,239,895,2012
0.6796,2.7015,14909614,43056928,239,783,1995
0.718,2.6997,1620949,1447101,239,793,2006
0.7694,2.6997,10537870,50294680,239,1872,2005
0.7641,2.6996,1176894,1038539,239,1075,2007
0.8157,2.6986,4138203,17371548,239,1872,1998
0.7007,2.6983,12429725,595596,239,1613,2002
0.7309,2.6976,64088328,777006,239,1340,1996
0.6924,2.6973,1979331,906520,239,767,2002
0.7942,2.6937,2839789,82766,239,894,1996
0.679,2.6936,597531,44313,239,1723,2011
0.6485,2.6931,23773024,286217,239,1337,2002
0.7731,2.6926,17271144,139362720,239,1291,2000
0.6866,2.6924,62153156,22706750,239,1865,2013
0.7631,2.6891,36790568,95421992,239,1670,2005
0.7168,2.6876,10625067,5368616,239,1573,2000
0.6918,2.6827,11413938,1035230,239,1346,2003
0.7548,2.6824,189022608,372865952,239,839,2015
0.8314,2.6818,140345264,133295984,239,1121,2006
0.7613,2.6792,490833856,15997443,239,823,2015
0.8298,2.674,888655,38130,239,1395,1996
0.7758,2.6735,63317136,89464592,239,1079,2011
0.7249,2.6641,1464431,582970,239,1174,2002
0.7189,2.6636,2884496896,1010937088,239,1747,2014
0.7515,2.6608,6109054,26096228,239,1872,2002
0.7304,2.6583,17575756,157786,239,1334,1996
0.6718,2.6582,58093612,18087960,239,1338,2003
0.782,2.6557,4724731,21099054,239,1563,2009
0.749,2.6546,163327040,40451276,239,1527,2014
0.7457,2.6534,38772336,7227740,239,1076,2011
0.7071,2.6524,124039,0,239,1382,1995
0.7394,2.6481,8400950,291308,239,670,1996
0.6976,2.6473,13275011,13406,239,1336,1997
0.7831,2.6449,129036968,15296847,239,1855,1998
0.7103,2.6443,1633455,196948,239,734,2003
0.7421,2.6412,15713564,5791630,239,1868,2012
0.6587,2.6366,178752224,21755088,239,1359,2012
0.7049,2.6362,1047152960,603066304,239,1724,2012
0.698,2.6361,22888444,981945,239,1171,2014
0.6898,2.6323,80255032,15956153,239,1371,2007
0.7907,2.631,67118608,125780736,239,674,2003
0.7393,2.631,8810896,45697752,239,1143,2009
0.7524,2.6306,97960304,20990786,239,1737,2001
0.7669,2.6299,3131551,947395,239,724,1999
0.6149,2.6296,5006234,36098624,239,1268,2011
0.778,2.6291,1673334,910574,239,1251,1996
0.7476,2.6252,1815319,145388,239,1390,2006
0.7363,2.6241,197394048,33647472,239,824,2014
0.7383,2.6241,1248050,85504,239,1503,2004
0.7007,2.624,27479384,205298,239,815,2011
0.7912,2.6238,4506485,1725040,239,1612,2002
0.738,2.6227,672839616,291347360,239,1747,2006
0.7042,2.6215,8127841,109979,239,1368,2001
0.7653,2.6187,72144072,1230235,239,681,2016
0.8002,2.6183,701690368,399170112,239,1121,2016
0.7286,2.6183,116820736,241231200,239,1774,2007
0.7195,2.6181,35385452,202709552,239,1380,2002
0.6776,2.618,312257856,995538688,239,1275,2011
0.7419,2.6125,1423927808,758359296,239,1661,2009
0.7721,2.6115,507214,2046983,239,1387,2001
0.7945,2.6114,2128639,6246772,239,1010,2001
0.6018,2.6107,11380673,40603168,239,733,2011
0.6705,2.6079,151014432,28250220,239,1346,2016
0.7819,2.6064,223684032,6358499,239,1855,2000
0.6826,2.6054,64690616,1345753,239,798,2004
0.8406,2.6053,7761352,4110110,239,1555,1998
0.7211,2.6048,22362762,4438293,239,1338,1997
0.7688,2.6047,20848400,6558507,239,826,2001
0.6411,2.6046,2347543,60344,239,1384,2009
0.746,2.6024,2681919,2093929,239,1136,2007
0.728,2.6011,12390885,19847616,239,1139,2012
0.6651,2.6004,114265696,34181636,239,1379,2013
0.6914,2.599,14107450,33425660,239,1269,2010
0.8622,2.5968,18805586,55755432,239,990,1996
0.7358,2.5958,137781856,12753514,239,1379,2016
0.6913,2.595,193810880,640563200,239,1140,2010
0.6973,2.5922,1246860,3195684,239,1248,2002
0.7775,2.5865,653640,2335181,239,1506,2002
0.6785,2.5842,134234032,69431248,239,1346,2015
0.7589,2.5841,176688352,2748118,239,902,2002
0.7537,2.5819,977514304,286708768,239,1704,2013
0.6849,2.5792,1558916,484139,239,812,2014
0.6792,2.5788,91811152,542792,239,1353,2006
0.8723,2.5771,1021587,591913,239,1805,1998
0.706,2.5767,193393968,553756800,239,1275,2009
0.664,2.5765,58508012,743580,239,1366,2002
0.732,2.5759,9352119,6862449,239,709,2003
0.7099,2.5727,236154032,85411552,239,727,2016
0.7668,2.5697,30931144,92106680,239,1670,2004
0.6141,2.569,137868800,13755333,239,1341,2013
0.706,2.5681,14273102,1008854,239,1368,2003
0.8107,2.5679,48494740,21564454,239,990,2002
0.7181,2.5634,157383568,460279936,239,1275,2007
0.6272,2.5598,27038286,579276,239,1335,2001
0.738,2.5595,522699,183108,239,1228,2005
0.7549,2.5587,56324128,194459904,239,1279,2007
0.7306,2.5581,9242154,1932694,239,1884,2011
0.7395,2.5575,6358838,16856832,239,891,2015
0.6214,2.5572,5198892,200731,239,682,2009
0.735,2.5563,46205344,175650,239,1340,1995
0.7146,2.5558,993608,956176,239,1265,2007
0.7002,2.5529,1513376000,692791232,239,1747,2011
0.7963,2.5517,5058987,977243,239,1772,1995
0.6218,2.5493,36882176,735380,239,1341,2004
0.7646,2.5466,760008,424007,239,1174,1998
0.743,2.5457,5978988,2248688,239,825,2002
0.804,2.5453,3730665,4107590,239,1592,2009
0.7998,2.5385,4109139,349435,239,1362,1999
0.7911,2.5377,487946,603867,239,1387,2000
0.6689,2.5347,9976192,7296101,239,708,2011
0.711,2.5328,22761924,5138347,239,1374,2016
0.6742,2.5316,5263083,2111539,239,749,2011
0.7112,2.5297,423289536,22023972,239,798,2015
0.7296,2.5293,10262450,5637975,239,1868,2010
0.7876,2.5292,1069412,152067,239,1777,2012
0.6633,2.5269,122524696,23527152,239,1371,2010
0.7078,2.5268,7902279,49350936,239,891,2014
0.7241,2.5267,1016085056,516566944,239,1747,2008
0.7284,2.5255,850837824,455740672,239,1747,2009
0.7534,2.5224,11581822,89848,239,815,2006
0.6978,2.5209,41536064,9327387,239,1370,2010
0.8325,2.5187,5977454,264366,239,942,1998
0.7475,2.5183,5131570,13515473,239,1145,2005
0.7301,2.5175,1565324,3331,239,730,2001
0.7058,2.5172,1132046336,492283840,239,1732,2013
0.7399,2.5161,11575244,4082719,239,1868,2011
0.845,2.5155,244783,31979,239,1575,1996
0.7881,2.5154,9915315,1132662,239,1211,1998
0.6447,2.5148,60736716,516306,239,1353,2003
0.7002,2.5128,729676,62699,239,1384,2000
0.7207,2.5122,23413080,177661728,239,1329,2007
0.7859,2.5097,869473,1063351,239,1777,2011
0.6777,2.5094,269501888,5707413,239,1339,2006
0.6779,2.5073,6435895,25075952,239,1284,2006
0.803,2.5065,768679,55125,239,820,1999
0.7237,2.5064,51027188,6005717,239,1419,2009
0.7385,2.5055,89062056,196337248,239,1774,2006
0.7892,2.5046,15553549,77067136,239,1380,1996
0.8017,2.5046,8915057,3066558,239,1796,2008
0.697,2.5033,457977408,67975800,239,1371,2016
0.635,2.5031,22122716,273750,239,1341,2001
0.6861,2.502,74677376,965538,239,1366,2003
0.7559,2.4999,13933150,80647672,239,1872,2007
0.7673,2.499,191012176,33108154,239,1737,2005
0.7166,2.4959,182151264,575917824,239,1275,2008
0.745,2.4957,10771396,3130509,239,817,2007
0.8067,2.4952,1444944,23192,239,1777,2014
0.8025,2.4947,116479104,27100148,239,1743,2000
0.6409,2.4931,13187339,21632136,239,1183,2014
0.7594,2.4918,504825152,667712448,239,1270,2016
0.6411,2.4892,1512150,2108052,239,1126,2000
0.7438,2.4874,26934808,2642417,239,1178,2003
0.8137,2.4844,138602320,112319744,239,1079,2016
0.7197,2.4836,464942,20225,239,1723,2012
0.784,2.4816,29498308,3607569,239,846,2015
0.6852,2.4807,51956408,9874562,239,1370,2011
0.7531,2.4794,944050,2122829,239,1308,2001
0.7086,2.4785,5258680,18269308,239,1284,2005
0.7007,2.4775,63103168,12899976,239,1178,2010
0.6866,2.477,14100516,6393362,239,895,2008
0.6991,2.4764,167633200,301581984,239,1774,2010
0.7541,2.4745,116967136,61516348,239,849,2004
0.5701,2.4739,1340531,3050918,239,1260,2006
0.7746,2.4737,26177196,113060400,239,1670,2003
0.7516,2.4736,6590018,35037808,239,1872,2003
0.7975,2.4725,649003,73557,239,1777,2007
0.7031,2.4721,6403802,20065988,239,1122,2013
0.6686,2.4711,65425672,1021361,239,860,2011
0.8103,2.4702,10851260,11087530,239,1575,2015
0.7099,2.4613,83273784,31993792,239,668,2004
0.8428,2.4608,1375456,2743827,239,1413,1996
0.7436,2.4588,17271462,6675912,239,1139,2014
0.7313,2.4581,117812992,95228856,239,1502,2012
0.7482,2.457,12508010,15835093,239,846,2011
0.8646,2.4561,333611,18009,239,1556,1995
0.7836,2.4554,107500640,2883528,239,1853,1999
0.7951,2.455,8418142,3785017,239,1408,2015
0.7134,2.4545,51676704,18422368,239,670,2009
0.7077,2.4545,952854,279266,239,749,2002
0.8617,2.4544,2614039,250765,239,1603,1995
0.7295,2.4539,1292011,871308,239,864,2011
0.64,2.4536,18266206,495010,239,1333,2001
0.6491,2.4536,208508752,17146516,239,1341,2015
0.7232,2.4529,1121309568,130402240,239,1853,2012
0.7607,2.4524,6881103,2791121,239,825,2003
0.7375,2.4519,134127384,2830757,239,1367,2015
0.7179,2.4514,7814646784,1629795072,239,1689,2013
0.7866,2.4513,99895792,19291728,239,1737,2000
0.7202,2.4493,10071891,82328936,239,1143,2007
0.7345,2.4493,1772714,4541186,239,1227,1997
0.6626,2.4486,5770576,7007532,239,1301,2011
0.7613,2.448,27387980,37180800,239,1620,2006
0.7452,2.4474,472445408,214948368,239,1747,2005
0.7654,2.4471,1138312192,389717056,239,1704,2014
0.7903,2.4453,366796,409984,239,1162,2004
0.6985,2.4414,49081900,1515895,239,894,2014
0.6652,2.4407,71569568,586187,239,1353,2005
0.7318,2.4387,55543916,9250202,239,1178,2008
0.8055,2.4369,642663,11970,239,1777,2006
0.6881,2.4368,9894620,147054,239,1368,2002
0.6811,2.4346,1563391,35111,239,1394,1997
0.7392,2.4344,467946304,163948192,239,1771,2014
0.8565,2.4298,10375578,59751896,239,1670,1996
0.7191,2.423,16869416,75819008,239,1145,2015
0.6703,2.4222,28479384,434497,239,1337,2004
0.7542,2.422,35472296,8876931,239,1076,2013
0.8025,2.4216,49576608,7676324,239,1076,2016
0.6685,2.4216,7994588,1506317,239,1346,2002
0.756,2.4213,152190768,985291,239,902,2001
0.6327,2.4213,11632125,142631,239,1356,2002
0.7278,2.4207,54942468,7516020,239,1178,2009
0.724,2.4201,2078995840,192694832,239,902,2011
0.7357,2.4196,9252607,12173291,239,776,2007
0.7433,2.4196,124055712,19589796,239,1211,2015
0.7583,2.4182,9157010,72984760,239,1873,2003
0.8079,2.4167,2918639,1211,239,817,1999
0.6581,2.4165,201809152,127760928,239,1359,2013
0.6936,2.4149,26369424,11823002,239,1865,2008
0.6283,2.4148,11557036,33543398,239,733,2013
0.7962,2.4146,82362480,2571003,239,1853,1998
0.7215,2.4141,7054537,6387479,239,1286,2004
0.7483,2.413,369413,229586,239,1391,1999
0.677,2.4126,32037840,668272,239,1337,2005
0.7775,2.4105,55106,60409,239,1564,2002
0.8193,2.4089,40162360,25537548,239,990,2001
0.7684,2.408,647979,2843532,239,1387,2003
0.7412,2.4063,935733,179921,239,772,1996
0.6796,2.4061,11111436,844498,239,1397,2012
0.747,2.4057,36064840,342855,239,667,2000
0.7144,2.4056,451340256,34479696,239,798,2016
0.6074,2.4053,274738880,570035008,239,1333,2013
0.7191,2.4036,5158868,32127,239,1355,1995
0.7299,2.4036,43249044,18715974,239,1416,2008
0.6812,2.4035,228521920,719567744,239,1140,2011
0.7005,2.4027,17509368,275865,239,1421,2004
0.663,2.4009,4089058,5783883,239,1247,2007
0.8054,2.4002,57435628,30157866,239,1124,2007
0.7296,2.3981,38169936,3732017,239,1419,2006
0.747,2.3952,247366528,11646861,239,1853,2003
0.7802,2.3947,150335520,1921562,239,1853,2000
0.7124,2.3939,1003632,451902,239,864,2010
0.8054,2.3922,26347326,10257337,239,1055,2007
0.6453,2.3904,135723328,7199628,239,1339,2003
0.7124,2.39,7124875,2032122,239,1877,2013
0.7129,2.3895,7941587968,26756924,239,910,2006
0.7457,2.3894,20287628,2598036,239,1558,2005
0.6986,2.3884,75640528,13763134,239,1178,2011
0.7607,2.3868,150270032,54120252,239,1124,2011
0.713,2.3866,98725176,345391776,239,839,2012
0.7566,2.384,2695247,57563,239,1390,2008
0.7704,2.3837,717853,70973,239,1777,2010
0.7657,2.3825,10618712,1182881,239,822,1995
0.6847,2.381,13798426,129951,239,1336,1998
0.6572,2.3807,52685608,2958132,239,1337,2008
0.7423,2.3804,2614796,18765204,239,1314,2003
0.6966,2.3801,66537604,21454092,239,1865,2014
0.6832,2.3798,89232032,18308336,239,1371,2008
0.6277,2.3795,14044278,12282861,239,1183,2015
0.7149,2.3783,2131965,5442246,239,802,1999
0.7532,2.3744,60422508,206361344,239,1279,2008
0.6427,2.3738,3243148,3978982,239,1268,2010
0.7543,2.3726,17007520,6709449,239,958,2010
0.7295,2.3717,11014508,41321912,239,1017,2011
0.6861,2.3704,39280080,2733805,239,1339,1997
0.7073,2.3672,20759878,333598,239,1367,2004
0.7406,2.3665,8292498,21390916,239,1269,2006
0.8687,2.3651,45186,0,239,1564,1997
0.7564,2.3644,410856352,138545440,239,1116,2008
0.806,2.3641,3383072,1844666,239,1797,2001
0.7504,2.3606,9535252,128349,239,815,2005
0.7746,2.3589,15376764,10724383,239,1531,2012
0.7133,2.3576,2024342,742921,239,749,2006
0.7108,2.3541,495155,756,239,733,1997
0.7911,2.3513,4451343,4526414,239,679,1999
0.8003,2.3486,1528199,6129,239,1459,1997
0.7356,2.3483,1615315456,164619840,239,1853,2014
0.7893,2.3467,50111024,7561549,239,1076,2015
0.7394,2.3461,3508304,22174596,239,1296,2009
0.715,2.3449,15447408,935608,239,1613,2006
0.6524,2.3418,170218176,7120698,239,1339,2004
0.7974,2.3415,85662624,206914560,239,674,2005
0.6972,2.3409,258088848,313299168,239,1774,2012
0.6368,2.3387,59590952,554079,239,1353,2004
0.7369,2.3385,6610560,16831136,239,1269,2004
0.7526,2.3379,3305196,909996,239,895,2000
0.7711,2.337,631172,113036,239,797,2002
0.7915,2.3369,5129835,260283,239,1426,2005
0.7136,2.3335,22788234,1923204,239,718,2007
0.7555,2.3327,4255871,36262,239,817,2002
0.7449,2.3281,25092932,15804220,239,1416,2006
0.8158,2.3277,1479684,463463,239,724,1995
0.6001,2.3274,6441303,939682,239,682,2010
0.7468,2.3271,489604992,1346750976,239,1140,2015
0.7261,2.3259,362455680,192743488,239,1747,2004
0.8031,2.3258,32208984,11796936,239,1055,2008
0.7679,2.323,4914479,15040436,239,1872,2001
0.789,2.3224,9850314,399584,239,721,1998
0.6705,2.3222,16747743,218163,239,1337,2001
0.7447,2.322,1969429,1230286,239,1228,2015
0.7547,2.3218,4224480,167796,239,1613,1998
0.7961,2.3215,19475524,26640508,239,1484,2007
0.7742,2.3191,195047680,55429480,239,1124,2014
0.7277,2.3186,15648144,668218,239,1211,2001
0.7937,2.3175,4636207,1937856,239,1612,2003
0.7013,2.3169,23944232,11173543,239,1338,1999
0.7905,2.3162,1694915,2772855,239,1557,2000
0.7875,2.3142,201884,2419,239,891,1997
0.7692,2.314,8825422,19417076,239,846,2010
0.7515,2.3109,3740243,21910858,239,1296,2008
0.7523,2.3103,497975680,36912504,239,1456,2009
0.7621,2.3058,6977009664,9549415424,239,1720,2015
0.7254,2.3048,1274158208,169017440,239,1853,2013
0.7356,2.3038,7016721,2687837,239,1286,2005
0.6942,2.303,2701814,2204053,239,767,2004
0.8366,2.2991,7728467,1664706,239,1555,1999
0.7124,2.299,62398488,8172672,239,1419,2011
0.7337,2.2979,3019184128,1068819392,239,1747,2015
0.7972,2.2943,793751,38764,239,1777,2008
0.6701,2.2929,6006894,2103060,239,1877,2012
0.7643,2.2916,45101892,3704595,239,855,2015
0.7866,2.2905,5531687,53371,239,1444,1999
0.7514,2.2889,21231490,103115696,239,1670,2002
0.7404,2.2852,298594432,263859312,239,1470,2012
0.7285,2.2802,30892046,4605461,239,1178,2004
0.7309,2.2797,7771317,119702,239,722,2002
0.711,2.279,66302448,15232634,239,668,2003
0.7634,2.2769,1385201,229546,239,820,2003
0.8465,2.2764,36513,68190,239,1564,2000
0.6486,2.2763,9183683,75158,239,1356,2001
0.7385,2.2746,8969893,23444820,239,1269,2007
0.7315,2.2739,45592424,11634425,239,1178,2007
0.8254,2.273,45568,55343,239,1231,1997
0.771,2.271,381789920,143800400,239,1704,2009
0.757,2.2709,14994070,91202000,239,1872,2008
0.7195,2.2681,6147655,149059,239,1355,1996
0.7413,2.2681,152251232,267219504,239,1751,2016
0.7778,2.2671,20732642,1006835,239,1856,2000
0.7173,2.2664,376865472,553676416,239,672,2016
0.6043,2.2636,193228208,287450048,239,1333,2012
0.8688,2.2636,3646295,1858497,239,1797,2000
0.727,2.2598,46299492,41603196,239,1165,2012
0.8502,2.2597,25522968,3847790,239,1737,1996
0.7551,2.2588,9943972,952748,239,1413,2008
0.8121,2.2563,37571484,11035299,239,740,1996
0.7114,2.255,292526464,17264980,239,1793,2016
0.7296,2.2538,29779240,5134858,239,1159,2015
0.764,2.2513,89163696,183720448,239,674,2006
0.7957,2.2487,8050541,2511289,239,1211,1997
0.7529,2.2482,1532954,24604,239,890,1997
0.7513,2.2481,5372533,1908646,239,1865,1998
0.7409,2.2478,11004085,31624858,239,1269,2008
0.7504,2.2472,13653333,7881276,239,1198,2012
0.731,2.246,7988963,81455456,239,1143,2006
0.7789,2.2451,8605447,1564709,239,901,2014
0.76,2.2447,44294060,111337584,239,1743,2007
0.7235,2.2414,511596736,518661952,239,1710,2012
0.7616,2.2398,6502050,14910118,239,1493,2004
0.7176,2.2394,1816087,247718,239,1410,2011
0.7606,2.2362,107669904,47518060,239,1817,2013
0.7394,2.2344,23364180,1106769,239,1148,2013
0.6957,2.2338,12236024,100513296,239,734,2013
0.6951,2.2317,9809875,1810041,239,749,2014
